id,username,content,rating,date,country,time_using_app
1186200,Grace and Gala Boutique,great app for business,5,"September 26, 2023",United States,8 months using the app
1170506,Nosa,"Cuentas las herramientas basicas para un punto de venta, hay algunas cosas que deberían",4,"September 6, 2023",Mexico,8 months using the app
1182723,Welive,Love it,5,"September 22, 2023",Denmark,7 months using the app
1238916,Corseteria Lita,"El terminal punto de venta es correcto aunque debería tener más opciones del día a día de un tpv . Noto a faltar la posibilidad de conectar mas impresoras o lectores de barras. Otro aspecto que se debería mejorar es la entrada de mercancias en cambios de productos con una posibilidad de insertar productos en negativo como devoluciones y dar salida como positivo a otro producto en positivo en el mismo ticket. Eso facilitaría mucho el cambio de productos por tallas, colores, o cambio de modelo , algo que es muy habitual en el día a día de un tpv en tienda. También sería de mucha utilidad poder realizar vales por valor de un importe y llevar un registro de estos vales en el caso de que alguien devuleva una prenda y se le entregue un vale por el importe de la prenda.",3,"November 23, 2023",Spain,Over 3 years using the app
1244158,La Cazaplantas,"Me ha ayudado un montón con temas de inventario, calculo de precios, flujo en caja y contabilidad.",5,"November 29, 2023",Chile,About 1 year using the app
1186397,Dr Moda,"Es fácil de usar, rápida,  me gustaría poder tener la terminal de cobro unida al sistema",5,"September 26, 2023",Mexico,Over 3 years using the app
1142497,Bluendig,"En algún momento sacarán la versión para Windows? O shopify pos en navegador web?
 El  problema de pos en celular o tablet es que las pantallas son muy pequeñas y al estar en mostrador las pantallas grandes son más practicas",4,"July 25, 2023",Mexico,2 months using the app
1256265,London Loves Body Jewellery,Great,5,"December 13, 2023",United Kingdom,4 months using the app
1238207,Simply Charleston Boutique ,It’s good,3,"November 22, 2023",United States,Over 3 years using the app
1210064,Schatzi Store,muy buena app,5,"October 24, 2023",Mexico,Over 3 years using the app
1250547,H24,IIII,5,"December 6, 2023",France,About 1 year using the app
1185695,HAMMERHOJ ,TODO OK,5,"September 26, 2023",Spain,Almost 5 years using the app
1240194,BBToys.re,Parfait,5,"November 24, 2023",Réunion,Over 1 year using the app
1185031,ShopCorporis,Nos encanta su interfaz de uso.,5,"September 25, 2023",Mexico,About 4 years using the app
1232622,Garden Battistini,"a volte non legge i codici a barre, altre volte li legge anche da lontano. perchè?",5,"November 17, 2023",Italy,Over 1 year using the app
1215287,BIRRIAGAMERS,buena,5,"October 30, 2023",Panama,About 2 years using the app
1188059,Boutique JAGA,Incroyablement efficace,5,"September 28, 2023",Canada,Over 1 year using the app
1226665,PiedraBruja,"Nos ha arreglado la existencia. Pasamos de vender del PC al Celu, pero nos acostumbramos a esa parte.",5,"November 10, 2023",Chile,7 months using the app
1194604,Invapes,H,5,"October 6, 2023",Guatemala,11 months using the app
1141005,CréaRomans,Malheureusement la version gratuite est très maigre. Pourtant elle est partie intégrante de l'abonnement (pas gratuit du tout ),1,"July 23, 2023",France,Almost 4 years using the app
1285879,Crystal Creatives,"Amazing app. Easy to use, and made in person sales at my pop up easy to do!",5,"January 17, 2024",Canada,
1175580,DISTRICT 1 LASERTAG,"Facile d'utilisation, vraiment un système plug & operate.",4,"September 13, 2023",Canada,About 3 years using the app
1223094,Loveganics ,"muy bien pero la version pro esta demasiado costosa, deberia ser mas accesible",3,"November 7, 2023",Mexico,Over 3 years using the app
810676,StylePHX,Love the point of sale app because it's accessible everywhere I go. Can control my platform at the tips of my fingers.,5,"November 8, 2021",United States,Almost 8 years using the app
864410,The Trout Spot,"The point of sale app, helps me keep my brick & mortar and website up to date. Makes inventory so much easier.",5,"March 14, 2022",United States,Over 7 years using the app
881268,Tresor Collection,Love it.... its very easy & user friendly to use this app. I would like to know how can i differenciate my charges when charging a client in store and when charging at a trade event using shopify POS on phone.,5,"April 23, 2022",United States,Almost 7 years using the app
795268,Jardin Floral Design,"We use this app to run our local floral and gift shop. We have it running on an Ipad, and it works great - fast, easy to navigate, and works great with the receipt printer and cash drawer.",5,"October 2, 2021",United States,Over 5 years using the app
762396,Ellison Bay Pottery Studios                                                                           ,I use this daily-it's easy to use and reliable. It's not complicated so someone stepping in at the last minute can use this successfully.,5,"July 12, 2021",United States,Over 5 years using the app
771759,ADG Studio,"Super, on l'utilise tous les jours, sur tablette, vnous attendons avec impatience que tous materiel Anglo-saxon disponible.",5,"Edited August 5, 2021",France,Almost 5 years using the app
730627,Planet Brooklyn Academy,The app is easy to use. Great as owner to monitor transactions while away from my shop. There's no learning curve to it.,5,"April 24, 2021",United States,Almost 5 years using the app
315339,Brew Lucky,This is a great tool to keep both of my in-person and online sales seamless! The hardware options are great too!,5,"October 2, 2018",United States,Over 4 years using the app
384653,Studiowork Shop,"The best POS apps I ever used.  Very user friendly and syncs with my online store.  Great app indeed.  Highly recommended... Cheers!   Ariel Chua
 www.studiowork.shop",5,"Edited March 22, 2019",Philippines,Over 4 years using the app
834132,Diva's Den Fashion,"Love the app can add additional features from other apps. Love the return & exchange features, as well as being able to enter the customers shipping address.",5,"January 5, 2022",United States,Over 4 years using the app
748708,Personal Creations for Practical People LLC,"This app is great when I am selling at craft shows and other on site galas! Easy to use and helps me keep track of items sold,",5,"June 7, 2021",United States,Over 4 years using the app
22471,Cocktail Kit,I quite like the Shopify POS for it's simplicity and it's very fast and responsive. A few extra features would come in handy though such as running accounts (hospitality based business). Reporting should also be standard.,5,"March 6, 2015",Australia,Over 4 years using the app
775287,21 Queen Street Coffee Company,"It would be nice if there were a banner at the top of the app when the app or hardware need to be updated, rather than in the settings/manage hardware area. Overall, I like the app a lot.",5,"August 14, 2021",United States,About 4 years using the app
1078471,KLUBBSTORE,"Nous l'utilisons depuis maintenant 6 ans dans notre boutique en France, l'appli est souvent mise à jour. C'est parfait. Possibilité de rajouter des applications utilisés sur notre boutique en ligne. Les stocks sont liés c'est super",5,"April 14, 2023",France,About 4 years using the app
73396,Bloom And Snow,Love this app! It has helped me out when selling at shows in person.,5,"September 13, 2016",United States,Over 3 years using the app
749812,Everything Bing,I love my POS its simple and convenient - it was a bit of learning curve at first but with all the how too YouTube videos helped to walk me step by step.,5,"June 9, 2021",United States,Over 3 years using the app
864358,Pampered Mane Hair Products,I use the app to help me keep track of my services. So far it has helped med to keep an accurate account of my finances. I love it!,5,"March 14, 2022",United States,Over 3 years using the app
792399,My Treasured Gifts Co,I use this app at events for my business and it's easy to use and allows me to get things done quickly!,5,"Edited September 25, 2021",United States,Over 3 years using the app
865950,Legging Fetish,Having a good experience so far. Checkout is fast and easy and works well with the Shopify card scanner.,5,"March 17, 2022",United States,Over 3 years using the app
797443,Kayla & Co.,This app is amazing! I really wish POS Pro wasn't so expensive or I would use that plan instead of the POS lite. I do love the POS software though!,5,"October 7, 2021",United States,About 3 years using the app
767040,"Fearfully & Wonderfully Made Apparel, LLC",Very robust app with everything we need. Easy to use! Price is great for everything that you get. Great for 1 store or multiple locations.,5,"July 24, 2021",United States,About 3 years using the app
667818,Fantasy Art Trading,"Very useful app that we use all the time in our Retail outlet, great features for the FREE version.",5,"December 3, 2020",Australia,About 3 years using the app
667677,Shop Propr Life+Style,"I love this point of sale app. Easy to navigate and use. With all of the constant updates, the system is getting faster and more efficient. Would highly recommend.",5,"December 3, 2020",Canada,About 3 years using the app
35264,Bikini Luxe Swim,"Good for light usage, we have not experienced and problems as at Bikini Luxe we do 99 percent of our sales online. I can not comment on many of the other problems being commented on here as we have not experienced them. Overall Shopify has been one of our best experiences in retail their customer service alone speaks volumes about this company! Devon
 http://www.bikiniluxe.com
 Bikini Luxe - Designer Swimwear and Luxury Resortwear",5,"December 23, 2015",United States,Almost 3 years using the app
518127,Henry George Menswear Ltd,"We looked at Vend for our POS but we chose the whole Shopify package (POS, Payments and website) due to ease of use, features and the fact it's all under one platform.",5,"March 12, 2020",United Kingdom,Almost 3 years using the app
668148,Babycottons Panama,So easy and friendly. Helped me gris the business faster and easier . Organized woth great features. Great app,5,"December 4, 2020",Panama,Over 2 years using the app
866674,Earth Soul Alchemy LLC,"GREAT APP , NO PROBLEMS. WILL KEEP USING THIS IN THE FUTURE. IF YOU GET PRO, IT HAS MORE OPTIONS . :)",5,"March 19, 2022",United States,Over 2 years using the app
38134,Illcurrency,Definetely good for your in store orders has everything from your website easy too use,5,"February 4, 2016",United States,Over 2 years using the app
781365,ecoimagine,"I use this app and card reader for pop-up events. Device was inexpensive and works most of the time. When POS device acts up, manual manages the sale. App is good but hard to read on phone. I prefer ipad much more.",5,"Edited August 30, 2021",United States,Over 2 years using the app
865248,Seafoam Lavender,"We've been using the Shopify POS system since early days of the pandemic. We have a POS Pro subscription at one location and use the free Lite version at a second location. Both versions work wonderfully, although we really appreciate having local pickups and inventory features in the PRO version at our busier location. In combination with the Shopify tap & chip reader, we have full functionality to accept any payment type. The fact that it syncs inventory with our online store just makes everything magical. Every once in a while there are bugs with connecting the tap & chip to the POS app, but restarting the app usually fixes everything.",5,"March 16, 2022",Canada,Over 2 years using the app
232324,Egg Maternity,so helpful! I love to use it!,5,"March 14, 2018",New Zealand,Over 2 years using the app
807572,Festive Creations By Stephanie,"I chose the bluetooth connection printer, scanner and card reader and cash drawer. After setting all the devices up with the easy instructions, it has worked wonderfully. I have been using at a temporary shop for 30 days now and I could not be more please.",5,"Edited November 1, 2021",United States,Over 2 years using the app
881994,Yellow Ribbon Gift Shop,I use this app at markets and pop-ups and it's great. So simple to use and modify to make it work for me. You can easily add the discount codes etc and move things so they are in the easiest place.,5,"April 25, 2022",United Kingdom,Over 2 years using the app
667724,Azure Nicole,"It’s perfect for pop up shops and in-person sales. All inventory is updated right after purchase. And, it’s super easy to use. I would recommend purchasing the Shopify card reader to go with it.",5,"December 3, 2020",United States,Over 2 years using the app
786192,Rene' Tyler Plus Sizes 12 & Above ,We love how easy it is to set up and ring up customers. We especially love how well it integrates with our websitesinventory.,5,"September 10, 2021",United States,Over 2 years using the app
668152,BLUE COLLAR RELOADING,"Could sync multi POS iPads to 1 receipt printer, utilize the TAP pay, Apple Pay, or a better card reader that works with outside processors that we don't have to go through multiple steps to complete the transaction.",5,"December 4, 2020",United States,Over 2 years using the app
832065,Kulture Boutique ,I use this app at pop up shops and it works great! Its easy to use and user friendly. I love the set up.,5,"December 30, 2021",United States,Over 2 years using the app
674253,KMM Collective,"This app is so simple to use and allows me to sell my items no matter where I am from my phone or iPad. It is straightforward, keeps great records, and gives you a lot of options re: customer info.",5,"December 17, 2020",United States,Over 2 years using the app
866774,Coco Marie Boutique,It's so easy to use!!!! It really does all the work for me. I can do everything on this app. Add customers and all!!!!!,5,"March 19, 2022",United States,Over 2 years using the app
841422,Sarah Gauci,"Love it! Life safer for my shop! Its all I use, and helps keep my online orders and shop orders all in one.",5,"January 21, 2022",Malta,About 2 years using the app
825158,Lizzys Gems,"When I go to bazaars, fairs and do physical selling it is a great tool. It is user-friendly and a trustworthy way to do sales outside of the online store.",5,"December 10, 2021",United States,About 2 years using the app
836653,Sudsy Dreams,"Simple to use, Since it integrates with my online store, it simplifies confirming total income for the day, week, month, etc in my shop dashboard. It's very convenient to use with the Shopify Tap & Chip card reader.",5,"January 11, 2022",United States,About 2 years using the app
667690,BreezKakes,The POS app is amazing! It is very user friendly. I like that I am able to keep track of my inventory as I make sales.,5,"December 3, 2020",United States,About 2 years using the app
800540,The Morrison’s ,"I love this app!! I use my POS off my I-pad and I can bring it anywhere. very easy to use , Thank you!",5,"October 14, 2021",United States,About 2 years using the app
667838,"Bigfoot Carving Tools, LLC","We use this app at events and shows outside our local shop. We enjoy the simplicity of the program and the ability to hook up to all of our devices for our shop from POS Scanner, register, and card reader",5,"December 3, 2020",United States,About 2 years using the app
310617,Newmodeus,The product was delivered in a very timely manner and worked perfectly. I am a happy camper. Will do business again.,5,"September 21, 2018",United States,About 2 years using the app
667860,Eichers Hobby Farm,"I use shopify POS to sell our all Natural Handcrafted Goat milk Products. We sell products on our Farm, Online and at Craft Sales!! It has worked fabulous for us at Eichers Hobby Farm.",5,"Edited December 3, 2020",United States,Almost 2 years using the app
754255,Black Sheep Wools,"It's great, easy and intuitive and staff seem to get their heads around the tills really quickly. Thanks!",5,"June 21, 2021",United Kingdom,Almost 2 years using the app
44621,Spiked Pearl,"Not sure why there are so many bad reviews for this. It works perfectly for me. I have one retail location I just opened, and I love that I can have my online and store inventory all in one place. I use the shopify chip card reader with it and works great with that too. Very easy to use. Would be nice if it had some kind of inventory features, such as creating SKUs, or keeping COGS. Also kind of expensive when you are already paying for a premium plan online. Otherwise, works..no issues.",5,"April 9, 2016",United States,Almost 2 years using the app
381541,Sphb,"I used this app,great app and free,I like this app,I would like to give 5 stars,
 Thank You,
 http://sphb.online",5,"March 14, 2019",France,Almost 2 years using the app
652824,The Rivertown Inkery,"Another Update: still awful and now the only card reader option is the tap & chip which disconnects constantly. Lots of typing in card numbers and restarting ipads going on on top of the horrible POS. Update: Still awful.  There is an update just about every day and it is even worse than it was to start with. One year in, and I STILL HATE this POS. Clunky and hard to navigate through those stupid tiles, and no updates to the design at all. UPDATE: This is still a horribly designed POS system. The user experience clearly was not tested in the real world. And now they have changed the inventory management to be even worse. Of course you can always pay them more money to get some of those old very basic features back. SCAM This app used to be great. The new update is TERRIBLE!!! The ""lite"" version is missing basic every day functions- cant do exchanges anymore, employees cant log in, and they lay out is just bad and confusing. All this is here for now is to squeeze and extra $80 out of you. Real shame. Looking into alternatives to shopify now. Update: Months later and ZERO improvements have been made. Still horrible. Shopify is still ignoring all the negative feedback they are getting. More 1 star reviews than 5 and 4 star reviews combined, haha. Wake up!",1,"Edited August 8, 2023",United States,Over 8 years using the app
667661,Adoratherapy.com,We set up our POS system and were in business in the blink of an eye. Its been so easy and we love it.,5,"December 3, 2020",United States,Almost 2 years using the app
761091,ShopOverlander,I was nervous going into the event because it was our first. WiFi at the site was slow and our cellular provider was single bar so using a hotspot wasn't an option. Fingers were crossed. The experience was great once staff was trained. We didn't scan our UPCs for this pop up simply because we didn't discover it until the end. It will be a huge time saver when we have our next. Very happy about the ability to not carry all items over all channels as we didn't have our web photography finished in time.,5,"July 8, 2021",United States,Almost 2 years using the app
732032,Lockdown Security,"WARNING FOR THOSE WHO ACCEPT INTERAC DEBIT! Shopify has now disabled support for the Moneris External PIN PAD, meaning those Canadian clients who accept INTERAC DEBIT can no longer provide PIN pad access (for entering PIN #s to their clients). PIN#s now have to be entered using the iPad or iPhone device, which in the time of COVID is a health risk, especially if the iPad is behind your counter (bye bye social distance). The only way an INTERAC user can complete their transaction is through the new CHIP and PIN reader, via TAP, but TAP transactions have $100 limits, meaning if you sell anything over $100 (like we do ALL the time), the client cannot pay for it with INTERAC. It is insane that a Canadian founded and Canadian based company, cannot integrate properly with a very popular Canadian payment method??? Added to this, Shopify has taken what used to be an included free feature (POS functionality), and made it an $80 USD paid feature per month, this is insane! And as you can see by all the 1 star reviews, that $80 USD per month is buying you a worse experience! Shopify has lost a lot of high executives over the past few weeks (they have all left), it seems they are losing their way with innovation and user experience as well, a shame to see what was a core strength with Shopify (Shopify POS), turn into what may lead to their downfall.",1,"April 27, 2021",Canada,About 8 years using the app
667670,Infinity Raine,"We use the app at our storefront and love how well it integrates with our online store.
 Very user friendly and easy to learn",5,"December 3, 2020",United States,Almost 2 years using the app
845175,Tonka Laser and Apparel,I use the POS app at shows and it works well. I like the way everything integrates perfectly and is tracked in my Shopify store.,5,"January 30, 2022",United States,Almost 2 years using the app
816211,WATERSPORTS24,Mittlerweile habe ich mich an den Umgang mit der App gewöhnt und bearbeite alle Zahlungen im Shop mittels Smartphone. Genial,5,"November 20, 2021",Germany,Almost 2 years using the app
805878,Secrets Of Glam Boutique,I used this app most recent at a popup shop and it worked great and was very useful. I will use again.,5,"October 27, 2021",United States,Almost 2 years using the app
665820,Old Faithful Shop,"All the features on the POS PRO (Upper-tier subscription service) are completely unnecessary for the POS system and can be accessed through the Shopify back-end on a laptop or desktop computer.
 However, Exchanges are completely necessary and are not included in the free version. Wouldn't mind, but you can also only preform an exchange on a transaction once - if a customer tries to exchange an item they've already exchanged they are unable to do so. The price for this subscription should be at best $30 CAD a month. $120 CAD a month is an absolute robbery. Does Shopify not have enough money already?",1,"November 30, 2020",Canada,About 7 years using the app
673040,Kordio,Shopify Point of Sale is an excellent implementation of an easy-to-use but powerful tool to manage sales in-store. Our staff members are able to intuitively use the software with minimal - sometimes no - training. New productivity features are actively being introduced which makes using the software even better.,5,"December 15, 2020",United Kingdom,Over 1 year using the app
852527,MyBody Scents,This app make it easy for to process payments while mobile. I love that my inventory is integrated with the POS system.,5,"February 15, 2022",United States,Over 1 year using the app
453820,Blueberí Lane,"Don't bother with Shopify or it's point of sale.  If something breaks they send you through hoops and redundant test that haven't worked the three other times they had you do it.  They avoid replacing their guaranteed products.  You are then stuck with a store that can't take credit cards or buy a new one.  They were good a years ago, but have fallen.  Find another online avenue and find another pos.  HORRIBLE.  They will just stop answering your emails when they can't fix something.  Won't get back to you.  Facebook app is a joke.  Read before buying into shopify.",1,"September 24, 2019",United States,About 7 years using the app
827153,GoldStandardClothing,This app is very user friendly. I really like the custom sale feature where one can add an item to a transaction. We have another POS from a different vendor that does not have this feature soI prefer using Shopify for that reason.,5,"December 16, 2021",United States,Over 1 year using the app
359109,FCLBY,It would be better if there is a document explaining how to operate it. I can try it. It feels nice and small.,5,"January 15, 2019",China,Over 1 year using the app
917968,MY ROYAL CLOSET,"This app went from bad to worse after the recent update a few weeks ago. We waste so much time getting the card reader to connect, and when it does connect, it only works for a few minutes at a time making us waste time doing manual entry. Also, I wish this app had more useful features for vendors in general. We are a clothing store so we don't use the ""Enable Tips"" feature. However, I wish that was replaced with a more useful feature where I can add marketing reminders for staff to remember when doing checkout for example ""Don't forget to ask for customer's phone #"" or ""Ask for a Google review"" etc...",1,"July 14, 2022",United States,Over 6 years using the app
762286,Brazilian Beauty Store,"So far this has been one of the best and easiest POS experience.
 Integrates completely to our online store and has one seamless way of keeping track of our inventory, being it online or pos sale it does a fantastic job!",5,"July 12, 2021",United States,Over 1 year using the app
34839,Emack Bolios,"We use Shopify for Emack & Bolio's and Mr Simms.  Please see our other reviews regarding the frustrations we have faced over Christmas, our busiest period of the year. The other 1 to 3 star reviews sum up Shopify POS.  It is a poorly thought out platform, lacking in many basic features, but works ok for us when it works.",1,"December 16, 2015",Hong Kong SAR,Over 6 years using the app
728599,Olympic Outdoor Center,Shopify is incorrectly charging 3x the correct sales tax rate and refuses to fix it after three weeks. Shopify is fraudulently collecting extra fees.,1,"April 20, 2021",United States,About 6 years using the app
1124859,androidez,"Can't edit custom products once you add it to the order, you have to delete the custom product and add it again. 
 Needs a Windows or Web version. We need to use a desktop computer in our shop for different reasons and we have to run this app through Bluestacks (and it runs horrible) because there's no Windows native version. I cannot connect a card reader to it and neither a barcode scanner because Bluestacks doesn't support Bluetooth. What's so hard to make a Windows native app on the store? Many others would jump ship to Shopify POS if they wouldn't have to use space (maybe on a little desk) with an iPad next to their computer. It's so much more comfortable to use it with a keyboard and mouse when you have to type customer's name and custom products.",1,"June 27, 2023",Spain,About 6 years using the app
652337,Umm Al Salsal Trading Flowers & Indoor Plants,Shopify PRO has been the worst update I have seen for any product. Important features like Add/Remove funds in the cash reguster has stopped working. Paying extra money to get something worse. Pathetic,1,"November 4, 2020",United Arab Emirates,Almost 6 years using the app
662318,Sancho's,Really disappointed that Shopify has decided to charge for basic functions like exchanges. We have been customers for 5 years and now have an addition cost of use of £1000 a year. We are now ready to look for alternative less expensive platforms.,1,"November 24, 2020",United Kingdom,Almost 6 years using the app
1095887,ClassyStands,"I have been a vendor at 4 festivals so far for a total of 6 full days and used their chip reader and this POS app. No problems other than disconnecting from the hot spot a couple times due to my phone or IPad. Although I could not print the report offered on days totals from the POS the print button was not clickable. Very easy to use and set up. Just have to make sure products are set to POS in Shopify admin. and disable tax setting when done if you're collecting taxes in another state temporarily. Other wise taxes will be collected on online orders if someone from that state orders online.  Setting up inventory for the POS in the Shopify admin is confusing for me, for others probably not so. When I have more time I will call support to help me figure out. The POS app and reader has worked well for me.",5,"May 11, 2023",United States,Over 1 year using the app
712567,Motorious Copenhagen,"The POS app is horrible...and it is extremely overpriced as well. It is obviously not anyone used to, or that have researched what it is like to be on the floor in a retail store. Very limited customization, too much noise in the interface, and lacking must-have functionalities. Not recommended at all.",1,"March 15, 2021",Denmark,Over 5 years using the app
667700,Franklin Dovecote,This app is so user friendly and I use it everyday to view what is going on with the store when I am not there as well as updating customer orders and inventory. Love Shopify POS!,5,"December 3, 2020",United States,Over 1 year using the app
27455,Pink Castle Fabrics,"Limited functionality, features that are available on the website are not available on the POS app (payment methods for example), and the app crashes constantly. We have to delete and redownload the app roughly once a week. I'm told this is due to potentially losing our internet connection, but this seems like something that their software should be able to record. However, as with many other problems we experience, we're told the issues are the way we're using their software and not a failing in their code. I advise against getting invested in Shopify POS.",1,"Edited March 24, 2016",United States,Over 5 years using the app
745977,Good Daze,"Super user friendly, easy for on the go. There are so many options to use for POS or online presence.",5,"May 31, 2021",United States,About 1 year using the app
652946,Mandala Design,Absolute garbage. The new PRO POS is absolute garbage. We've been with Shopify for over 5 years and we now have to pay an additional $89US / month for something that is so much WORSE than what you had before. The search function doesn't work half the time. Products appear and don't appear seemingly on a whim. The screen and colours are so dark - but of course our iPad is too old to update to the new needed ios13 to change the background. Have you partnered with Apple? I would not recommend this app and I will be looking for something else that actually works for us.,1,"November 5, 2020",Canada,About 5 years using the app
1006286,Park & Fifth Clothing Co,"The app is a bad, forced update after forced update, and all that seems to change is making our ipads unsupported. even worse if you pay shopify more money for their tap and chip reader. They may as well go back to a wired connection to the ipad because they don't seem to know how to use bluetooth technology. Having to restart the app every time the devices sleep isn't an acceptable solution. They've opened up their business to third party apps for everything else they may as well just let third party hardware/software handle this part as well.",1,"December 28, 2022",Canada,Almost 5 years using the app
159681,Southshore Adornments,"Gets used once a year for a big conference, so hardly a veteran user, but, works well, is easy to use and offers a wide range of payment options.  I'd be lost without it.",5,"August 26, 2017",United Kingdom,About 1 year using the app
27545,Petboxuae,I like it.. I own a pet supplies store and it's doing the job.. yes it needs major improvements in terms of discount vouchers and exchanged items.. but these guys keep developing and improving and I have no doubts that they will eventually have a solid app.  Keep up the good work!,5,"July 27, 2015",United Arab Emirates,About 1 year using the app
835657,basin + bend,"The update to the new re-tooled version was a straight up cash grab. The old version allowed you do everything you needed to sell in-store and online. It was a great tool to let the little guy compete. Shopify was doing it right and offering good value for the cost. Public company greed eventually took over and now they overcharge (to the tune of >$1000 year) just to have basic functionality like doing a simple exchange in your physical store. The lite version isn't usable if you can't do something as simple as swap out a size, etc.",1,"January 9, 2022",United States,Over 4 years using the app
667776,Hotspurs SC Club Store,"I use this app to sell directly to our customers at pop-up shops throughout the year, it's very easy to use and I love that I can look at the analytics to analyze what our customers are buying in person.",5,"Edited December 3, 2020",United States,About 1 year using the app
858016,Rolling Stop Creations,"I used the POS app for my first vendor event this weekend, and it went SO WELL. From being able to quickly create custom orders to balancing my cash at the end of the day, it worked exactly how I expected it to without a struggle every time. My only issue was that my card reader (the shopify chipper X something?) didn't stay connected. That could have been our issue with shady wifi or crabby bluetooth on my ipad, but it definitely wasn't enough to keep us from using it again.",5,"February 27, 2022",United States,About 1 year using the app
34841,Mr Simms Hk Limited,"==Update== Please avoid Shopify for their POS at all costs.  The app has not been working for a significant percentage of customers for 10 days (according to Shopify themselves), and will take at least another 5 business days to fix.  Today is 24 December.  Christmas is tomorrow.  It is haemorrhaging our business. === We have learnt to work around Shopify's many limitations and constraints.  Please see our review for Mr Simms Wanchai and Emack & Bolio's below. If you read the older reviews, many features have been suggested for years now, and so I don't think Shopify are treating their POS platform as a priority for development. What is unacceptable is for the POS to breakdown the week before Christmas, when our sales are at their peak.  Our customers get frustrated, and it is losing us sales every minute the system is down.  When we launch the app, it crashes, so we cannot upload the crash report.  I have been told not to delete the app and reinstall, so we are still waiting for a fix. Meanwhile we are losing sales.  Thanks Shopify. We have 2 POS terminals in the shop, and both are not reliable.  The app frequently (once an hour) crashes, meaning we have to rescan all the customer's items when there is a queue to checkout.  Shopify POS is not for heavy usage. Shopify technical support have informed me that the POS is not working for a small number of customers, but won't give any timeframe for the situation to be fixed. What is really frustrating is the number of gurus you get passed to, so you end up repeating yourself 10+ times literally.  To be fair, the gurus are friendly and try to help, but don't deliver on their promises and don't update you without you chasing up. I don't want to get started about the integration issues we have had with other inventory management systems and Xero.  Shopify does not calculate COGS.  If you are a retailer, you will understand this frustration so no more needs to be said.",1,"Edited January 27, 2016",Hong Kong SAR,Over 4 years using the app
652180,Tropical Island Treasure ,"Since updating my Shopify POS App, almost all my barcodes are not scanning. Im getting a message barcode not recognised. Anyone else have this problem and have a solution to fix it? I have 1200 products in my POS, reentering all the barcodes would be a nightmare. This is pretty unacceptable considering I pay a fortune for the ""new"" PRO version. Not happy at all",1,"November 4, 2020",Australia,Over 4 years using the app
34840,Mr Simms Wanchai,"When Shopify POS works, it is a mediocre POS at best.  The problem is it is unreliable, and will crash usually when your shop gets busy leaving customers frustrated. As many other reviewers have said, it lacks many basic retailing features. For example, when we opened a second shop, we had to open a new account and import all the products in again.  Do Shopify expect their users to not grow their businesses?  That's why we have two separate Shopify accounts, so when we issue a gift voucher in one shop say, our customers cannot redeem at the other shop.  Neither can they do exchanges.  The list goes on. However our issue for this shop account is with data integrity.  We have experienced situations where receipts are printed with sales that do not add up to the total.  This creates a lot of daily reconciling work for us, and confusion for customers. We have sent photos to Shopify showing negative amounts on receipts (e.g. according to Shopify we are giving money and product away!).  Support are friendly to be fair, and well trained to sound helpful, but as yet we have no solution. Like the reviewer below, when you cannot trust the data, you may as well go back to pen and paper. The app also tends to crash very often, especially when there are over 200 transactions a day during this busy Christmas season, leaving customers waiting for their orders to be scanned again.",1,"Edited January 6, 2016",Hong Kong SAR,About 4 years using the app
738369,Baked Cravings,"I rarely like leaving reviews, but I fear that shopify would need to see these in order to understand how HORRIBLE of an app this is. Why scrap the old version when its 50x better then this one?? At worst just copy square! The workflow here on the app takes longer to checkout. The collections are showing items that are listed or unchecked as POS! Who designed this software? What questions got asked? This has to be the most wasted use of development ever! I love shopify but this has made me order Square POS and will need to explore if there website business can truly fill in gap of functions I so truly love about shopify. But my staff hates the POS version, to even charge is comedy at its best. I think we should be paid for the extra minute or two its going to take to check a customer out. SHOPIFY DO BETTER QUICKLY.. nothing wrong with saying this version of our POS is not what our customers want and hear you.. humbly.",1,"May 12, 2021",United States,About 4 years using the app
872807,Agrow Market,"We love it! The POS works well, easy to use, and Shopify support are so QUICK to help with any questions.",5,"April 2, 2022",Canada,11 months using the app
307131,Biggs Ltd,"This does not work with something most all businesses have, a computer. You read that right. It only works on tablets and phones. We moved our website over to Shopify after talking with their phone support only to find this out after we launched our site. VERY DISAPPOINTING! The duplicate data entry continues for us.",1,"Edited September 12, 2018",United States,Almost 4 years using the app
874490,CAVU Fabrics,So far so good! I used the PoS for the first time at a local market. I did experience a blip in which the cc scanner would not connect with the app despite it working 5 minutes beforehand but after a hard reset everything connected again and worked with ease. I enjoy the flexibility of the app as well as being able to easily scan our barcodes with the phone.,5,"April 6, 2022",United States,11 months using the app
203858,Wordcatcher Publishing,Love it. Ran it out for the first time at a book fair and it worked like a dream. All products downloaded and updated on my iPad ready to sell. Setup was fast and I even sold a couple of books on a credit card in a bar at the end of the day. Really maximises sales opportunities on the road.,5,"January 1, 2018",United Kingdom,11 months using the app
792478,Joci and Friends LLC,Very easy to use. Just a phone and a card reader to get started. No problems so far! Excellent tool.,5,"September 25, 2021",United States,10 months using the app
795879,Ellezaj Kloset ,I used this app for my first pop-up shop it was super helpful and fast to use! I love the chip and swipe card reader that was amazing as would recommend it to every business owner!,5,"October 4, 2021",United States,10 months using the app
